Eleclectrode_Positions_2.0
Electrode#	Time	X	Y	Z
5	1791	9.22399	121.985	88.6059	
5	1808	9.21667	121.966	88.5744	
5	1824	9.19941	121.943	88.5989	
5	1841	9.15961	121.932	88.6151	
5	1858	9.13142	121.902	88.5803	
5	1874	9.09116	121.869	88.5396	
5	1891	9.08567	121.831	88.5199	
5	1908	9.03399	121.783	88.4858	
5	1924	8.94317	121.661	88.3884	
5	1941	8.91535	121.587	88.3301	
5	1958	8.82805	121.536	88.2592	
5	1974	8.75791	121.45	88.2103	
5	1991	8.70672	121.296	88.1221	
5	2008	8.74216	121.217	87.9677	
5	2024	8.62309	121.092	87.8465	
5	2041	8.58521	121.01	87.7672	
5	2058	8.48724	120.852	87.6279	
5	2074	8.40125	120.669	87.4993	
5	2091	8.30026	120.53	87.397	
5	2108	8.14847	120.364	87.2492	
5	2124	8.08063	120.201	87.0478	
5	2141	7.76736	119.988	86.7344	
5	2158	7.73063	119.831	86.5542	
5	2174	7.52193	119.596	86.3859	
5	2191	7.45298	119.429	86.2425	
5	2208	7.26663	119.189	86.0777	
5	2224	7.12776	118.897	85.8839	
5	2241	6.91985	118.637	85.7008	
5	2258	6.76039	118.374	85.4691	
5	2274	6.57512	118.069	85.357	
5	2291	6.37968	117.779	85.1628	
5	2308	6.17338	117.452	84.9451	
5	2324	5.85232	116.935	84.7097	
5	2341	5.64869	116.614	84.4971	
5	2358	5.37373	116.134	84.257	
5	2374	5.17958	115.778	84.0207	
5	2391	4.9002	115.422	83.8156	
5	2408	4.71251	115.039	83.7007	
5	2424	4.48356	114.62	83.4547	
5	2441	4.30036	114.2	83.2306	
5	2458	4.07268	113.763	83.0048	
5	2474	3.79132	113.307	82.824	
5	2491	3.58764	112.875	82.7109	
5	2508	3.38017	112.5	82.4951	
6	8	9.81783	121.132	88.7834	
6	-9	9.89036	121.118	88.7885	
6	24	9.85757	121.201	88.7648	
6	41	9.7568	121.236	88.7779	
6	58	9.75535	121.253	88.751	
6	74	9.71463	121.296	88.7515	
6	91	9.68121	121.321	88.7267	
6	108	9.64975	121.332	88.7076	
6	124	9.61421	121.364	88.6843	
6	141	9.53883	121.466	88.7009	
6	158	9.51911	121.502	88.6902	
6	174	9.54103	121.585	88.7418	
6	191	9.50274	121.583	88.6959	
6	208	9.48497	121.624	88.7182	
6	224	9.48044	121.636	88.6768	
6	241	9.53255	121.682	88.7017	
6	258	9.43819	121.717	88.7154	
6	274	9.45612	121.725	88.716	
6	291	9.41666	121.746	88.6959	
6	308	9.40059	121.791	88.7215	
6	324	9.3968	121.81	88.6881	
6	341	9.38966	121.822	88.7086	
6	358	9.39412	121.847	88.708	
6	374	9.39044	121.866	88.7329	
6	391	9.34292	121.909	88.738	
6	408	9.39141	121.907	88.7337	
6	424	9.37242	121.943	88.7437	
6	441	9.35966	121.974	88.7286	
6	458	9.33253	122.021	88.7572	
6	474	9.3973	122.019	88.7593	
6	491	9.33841	122.075	88.7381	
6	508	9.41837	122.09	88.7507	
6	524	9.33691	122.119	88.7191	
6	541	9.39861	122.153	88.7859	
6	558	9.31732	122.158	88.761	
6	574	9.36032	122.214	88.7125	
6	591	9.25255	122.243	88.7139	
6	608	9.25778	122.248	88.6612	
6	624	9.28064	122.3	88.6888	
6	641	9.26039	122.364	88.6407	
6	658	9.26474	122.408	88.671	
6	674	9.16524	122.451	88.6745	
6	691	9.16177	122.541	88.7095	
6	708	9.07676	122.547	88.6152	
6	724	9.01288	122.611	88.6535	
6	741	8.92842	122.671	88.6068	
6	758	8.93479	122.699	88.5905	
6	774	8.92367	122.748	88.5506	
6	791	8.8767	122.812	88.5887	
6	808	8.79213	122.879	88.6145	
6	824	8.80519	122.896	88.5119	
6	841	8.69942	122.98	88.5831	
6	858	8.68847	123.019	88.5264	
6	874	8.57492	123.078	88.5863	
6	891	8.58396	123.108	88.5176	
6	908	8.47686	123.166	88.5446	
6	924	8.51536	123.196	88.489	
6	941	8.37729	123.264	88.5647	
6	958	8.38567	123.278	88.5037	
6	974	8.33604	123.296	88.5592	
6	991	8.33972	123.396	88.4946	
6	1008	8.1818	123.405	88.5532	
6	1024	8.19875	123.413	88.5181	
6	1041	8.1298	123.444	88.5087	
6	1058	8.08068	123.481	88.5485	
6	1074	8.03862	123.5	88.5402	
6	1091	8.09589	123.545	88.5133	
6	1108	8.05914	123.534	88.5303	
6	1124	8.10668	123.547	88.5155	
6	1141	8.09887	123.605	88.5548	
6	1158	8.0581	123.599	88.5174	
6	1174	8.0079	123.578	88.5166	
6	1191	8.02803	123.594	88.4898	
6	1208	8.03917	123.604	88.483	
6	1224	7.99995	123.601	88.5	
6	1241	7.99933	123.621	88.5208	
6	1258	7.99176	123.596	88.4932	
6	1274	7.96406	123.621	88.5096	
6	1291	7.97363	123.618	88.4715	
6	1308	7.98272	123.618	88.5094	
6	1324	7.99885	123.626	88.4741	
6	1341	8.00686	123.624	88.4469	
6	1358	7.99507	123.633	88.4726	
6	1374	8.01302	123.639	88.4516	
6	1391	8.02566	123.629	88.4296	
6	1408	8.00566	123.645	88.4114	
6	1424	7.95749	123.668	88.3959	
6	1441	7.99637	123.67	88.4475	
6	1458	7.94585	123.686	88.3955	
6	1474	7.96202	123.695	88.402	
6	1491	7.91825	123.696	88.3654	
6	1508	7.87197	123.709	88.3754	
6	1524	7.85658	123.707	88.3932	
6	1541	7.86793	123.756	88.3579	
6	1558	7.81116	123.764	88.3502	
6	1574	7.88038	123.789	88.3518	
6	1591	7.83843	123.824	88.3945	
6	1608	7.79324	123.834	88.3433	
6	1624	7.7801	123.781	88.329	
6	1641	7.79628	123.844	88.3638	
6	1658	7.76473	123.846	88.3418	
6	1674	7.76788	123.824	88.3087	
6	1691	7.75639	123.872	88.3747	
6	1708	7.78424	123.891	88.362	
6	1724	7.773	123.878	88.3824	
6	1741	7.79448	123.866	88.3732	
6	1758	7.79462	123.877	88.4035	
6	1774	7.73778	123.892	88.4147	
6	1791	7.75835	123.887	88.4329	
6	1808	7.75333	123.868	88.4002	
6	1824	7.73786	123.848	88.4231	
6	1841	7.70029	123.837	88.4392	
6	1858	7.67408	123.809	88.4018	
6	1874	7.6379	123.779	88.3653	
6	1891	7.63257	123.741	88.3411	
6	1908	7.5827	123.695	88.311	
6	1924	7.50752	123.585	88.2172	
6	1941	7.49243	123.52	88.1559	
6	1958	7.39491	123.461	88.0921	
6	1974	7.33049	123.379	88.034	
6	1991	7.27087	123.219	87.9491	
6	2008	7.31706	123.148	87.7881	
6	2024	7.17133	123.002	87.6652	
6	2041	7.14213	122.928	87.583	
6	2058	7.04743	122.773	87.4661	
6	2074	6.9479	122.579	87.314	
6	2091	6.83992	122.436	87.2224	
6	2108	6.67877	122.263	87.0795	
6	2124	6.58473	122.078	86.8663	
6	2141	6.30694	121.898	86.6082	
6	2158	6.26699	121.738	86.4371	
6	2174	6.02198	121.475	86.2637	
6	2191	5.94908	121.304	86.1193	
6	2208	5.75633	121.06	85.9659	
6	2224	5.59449	120.749	85.764	
6	2241	5.36849	120.474	85.5921	
6	2258	5.19171	120.198	85.3682	
6	2274	4.9891	119.877	85.256	
6	2291	4.77596	119.57	85.0729	
6	2308	4.5508	119.227	84.8561	
6	2324	4.19037	118.673	84.6196	
6	2341	3.97293	118.339	84.4123	
6	2358	3.68356	117.845	84.173	
6	2374	3.48448	117.485	83.9384	
6	2391	3.18544	117.109	83.7347	
6	2408	2.98565	116.714	83.6351	
6	2424	2.73832	116.277	83.3906	
6	2441	2.53417	115.834	83.1639	
6	2458	2.28023	115.37	82.9468	
6	2474	1.99661	114.912	82.7799	
6	2491	1.7585	114.441	82.6746	
6	2508	1.55964	114.076	82.5047	
7	8	6.86129	124.63	90.8429	
7	-9	6.9381	124.617	90.8501	
7	24	6.87775	124.682	90.8203	
7	41	6.76355	124.707	90.8318	
7	58	6.75449	124.718	90.802	
7	74	6.70818	124.758	90.7995	
7	91	6.66526	124.773	90.7736	
7	108	6.63045	124.779	90.7609	
7	124	6.58176	124.8	90.7379	
7	141	6.46707	124.863	90.7601	
7	158	6.46714	124.908	90.7605	
7	174	6.44103	124.961	90.7858	
7	191	6.41695	124.965	90.7495	
7	208	6.37811	124.987	90.7758	
7	224	6.36573	124.99	90.7331	
7	241	6.41009	125.029	90.7561	
7	258	6.30611	125.057	90.7666	
7	274	6.3226	125.063	90.7698	
7	291	6.27534	125.076	90.7501	
7	308	6.25281	125.115	90.775	
7	324	6.24619	125.13	90.7431	
7	341	6.23294	125.138	90.763	
7	358	6.23438	125.158	90.7656	
7	374	6.22778	125.168	90.8005	
7	391	6.17083	125.208	90.7955	
7	408	6.22358	125.203	90.8033	
7	424	6.19265	125.236	90.7993	
7	441	6.18095	125.261	90.7968	
7	458	6.13849	125.303	90.8051	
7	474	6.21104	125.299	90.8297	
7	491	6.13697	125.349	90.7908	
7	508	6.21665	125.36	90.8109	
7	524	6.15187	125.408	90.7741	
7	541	6.1906	125.418	90.847	
7	558	6.10846	125.421	90.8203	
7	574	6.16849	125.498	90.7633	
7	591	6.05716	125.527	90.7635	
7	608	6.03125	125.51	90.6987	
7	624	6.07338	125.576	90.7373	
7	641	6.04244	125.632	90.6805	
7	658	6.05575	125.681	90.7193	
7	674	5.95064	125.726	90.7061	
7	691	5.94649	125.814	90.7436	
7	708	5.85775	125.814	90.654	
7	724	5.79863	125.89	90.6837	
7	741	5.72738	125.958	90.6409	
7	758	5.72341	125.979	90.6192	
7	774	5.71351	126.032	90.5735	
7	791	5.66741	126.098	90.6069	
7	808	5.58773	126.147	90.665	
7	824	5.60187	126.188	90.5288	
7	841	5.4993	126.252	90.63	
7	858	5.48544	126.315	90.5344	
7	874	5.36524	126.336	90.6404	
7	891	5.37782	126.407	90.5133	
7	908	5.27492	126.431	90.5953	
7	924	5.31276	126.499	90.4814	
7	941	5.18148	126.536	90.6125	
7	958	5.20756	126.578	90.5332	
7	974	5.15416	126.58	90.6091	
7	991	5.15797	126.693	90.5229	
7	1008	4.99449	126.691	90.5858	
7	1024	5.01458	126.698	90.5563	
7	1041	4.95832	126.739	90.5502	
7	1058	4.87749	126.754	90.5752	
7	1074	4.881	126.805	90.5875	
7	1091	4.92222	126.84	90.5527	
7	1108	4.85339	126.812	90.5498	
7	1124	4.92377	126.846	90.5339	
7	1141	4.91406	126.904	90.5711	
7	1158	4.86172	126.888	90.5311	
7	1174	4.83842	126.887	90.5242	
7	1191	4.84198	126.887	90.5018	
7	1208	4.83328	126.877	90.5014	
7	1224	4.80937	126.89	90.5094	
7	1241	4.8	126.901	90.5328	
7	1258	4.78142	126.867	90.5035	
7	1274	4.7437	126.886	90.5147	
7	1291	4.74877	126.878	90.4798	
7	1308	4.74755	126.869	90.5158	
7	1324	4.7607	126.872	90.4864	
7	1341	4.7572	126.86	90.458	
7	1358	4.73563	126.861	90.4826	
7	1374	4.74732	126.858	90.4662	
7	1391	4.75239	126.841	90.4472	
7	1408	4.72224	126.847	90.4274	
7	1424	4.66648	126.864	90.4092	
7	1441	4.69419	126.854	90.4655	
7	1458	4.63211	126.86	90.4083	
7	1474	4.63845	126.86	90.416	
7	1491	4.61866	126.878	90.39	
7	1508	4.56714	126.889	90.3922	
7	1524	4.50405	126.844	90.403	
7	1541	4.53324	126.906	90.3795	
7	1558	4.48447	126.919	90.3758	
7	1574	4.51594	126.914	90.361	
7	1591	4.49196	126.962	90.4155	
7	1608	4.42629	126.956	90.3511	
7	1624	4.42502	126.916	90.3332	
7	1641	4.44937	126.982	90.3764	
7	1658	4.42526	126.99	90.3593	
7	1674	4.41397	126.956	90.3206	
7	1691	4.40904	127.009	90.3876	
7	1708	4.4409	127.03	90.3773	
7	1724	4.43051	127.018	90.3946	
7	1741	4.46753	127.021	90.3864	
7	1758	4.4605	127.025	90.4172	
7	1774	4.40417	127.044	90.4204	
7	1791	4.43236	127.044	90.4433	
7	1808	4.42981	127.027	90.4096	
7	1824	4.4156	127.01	90.4291	
7	1841	4.38053	127.001	90.4456	
7	1858	4.35607	126.975	90.4048	
7	1874	4.3278	126.949	90.3761	
7	1891	4.32047	126.91	90.3457	
7	1908	4.27518	126.866	90.3212	
7	1924	4.23793	126.785	90.2409	
7	1941	4.2453	126.746	90.1746	
7	1958	4.1336	126.661	90.1261	
7	1974	4.07775	126.603	90.0487	
7	1991	4.01579	126.423	89.9804	
7	2008	4.06529	126.373	89.7987	
7	2024	3.88079	126.191	89.6735	
7	2041	3.85324	126.132	89.576	
7	2058	3.79789	125.982	89.5122	
7	2074	3.6607	125.779	89.314	
7	2091	3.54785	125.626	89.2374	
7	2108	3.38572	125.445	89.1077	
7	2124	3.24108	125.214	88.8763	
7	2141	3.08819	125.09	88.7322	
7	2158	3.04054	124.915	88.5749	
7	2174	2.74137	124.6	88.3949	
7	2191	2.65484	124.416	88.2475	
7	2208	2.47272	124.162	88.1217	
7	2224	2.28496	123.832	87.9093	
7	2241	2.05061	123.532	87.7621	
7	2258	1.8592	123.228	87.5549	
7	2274	1.62949	122.866	87.4494	
7	2291	1.40177	122.523	87.2911	
7	2308	1.16204	122.158	87.0801	
7	2324	0.785523	121.576	86.8562	
7	2341	0.559087	121.221	86.6616	
7	2358	0.277906	120.73	86.4315	
7	2374	0.0874311	120.375	86.2031	
7	2391	-0.234882	119.974	86.0007	
7	2408	-0.424742	119.561	85.9355	
7	2424	-0.700687	119.101	85.6866	
7	2441	-0.926222	118.63	85.4599	
7	2458	-1.20803	118.123	85.2568	
7	2474	-1.46333	117.675	85.1192	
7	2491	-1.74154	117.144	85.028	
7	2508	-1.91291	116.747	84.9367	
8	8	5.55381	125.531	92.5942	
8	-9	5.63268	125.518	92.6026	
8	24	5.55821	125.572	92.5679	
8	41	5.44286	125.595	92.5798	
8	58	5.42969	125.603	92.5487	
8	74	5.37896	125.639	92.5445	
8	91	5.33612	125.652	92.5199	
8	108	5.30328	125.656	92.5098	
8	124	5.2523	125.673	92.4873	
8	141	5.12648	125.717	92.5106	
8	158	5.13436	125.766	92.5156	
8	174	5.08134	125.802	92.5281	
8	191	5.0675	125.81	92.4977	
8	208	5.02053	125.824	92.5233	
8	224	5.00646	125.822	92.4813	
8	241	5.0459	125.858	92.5025	
8	258	4.94107	125.885	92.513	
8	274	4.95725	125.889	92.5171	
8	291	4.90914	125.899	92.4981	
8	308	4.8841	125.936	92.5226	
8	324	4.87727	125.95	92.4915	
8	341	4.86234	125.956	92.5112	
8	358	4.86325	125.974	92.5146	
8	374	4.85616	125.98	92.5522	
8	391	4.79692	126.02	92.545	
8	408	4.85109	126.013	92.556	
8	424	4.81633	126.047	92.548	
8	441	4.80606	126.068	92.5495	
8	458	4.75717	126.111	92.5518	
8	474	4.83461	126.104	92.5827	
8	491	4.75639	126.154	92.5396	
8	508	4.83276	126.161	92.5602	
8	524	4.77783	126.221	92.5247	
8	541	4.80221	126.217	92.5946	
8	558	4.72778	126.224	92.5716	
8	574	4.78857	126.31	92.5115	
8	591	4.68266	126.344	92.5138	
8	608	4.64657	126.32	92.4445	
8	624	4.69376	126.39	92.4856	
8	641	4.65898	126.443	92.4266	
8	658	4.67204	126.491	92.4661	
8	674	4.56658	126.54	92.45	
8	691	4.55681	126.623	92.4856	
8	708	4.47739	126.627	92.4016	
8	724	4.41663	126.708	92.4274	
8	741	4.35311	126.782	92.388	
8	758	4.34581	126.801	92.3646	
8	774	4.33474	126.854	92.3174	
8	791	4.28807	126.922	92.3495	
8	808	4.21601	126.959	92.4196	
8	824	4.22773	127.015	92.2729	
8	841	4.13267	127.068	92.386	
8	858	4.11279	127.146	92.2771	
8	874	3.99909	127.145	92.4001	
8	891	4.00616	127.244	92.2538	
8	908	3.91504	127.246	92.3564	
8	924	3.94561	127.337	92.2233	
8	941	3.82672	127.356	92.3746	
8	958	3.86175	127.415	92.2923	
8	974	3.8088	127.408	92.3743	
8	991	3.80796	127.527	92.2802	
8	1008	3.65136	127.524	92.3488	
8	1024	3.6745	127.531	92.3217	
8	1041	3.62617	127.578	92.3183	
8	1058	3.53623	127.587	92.3391	
8	1074	3.56002	127.651	92.36	
8	1091	3.59319	127.682	92.3215	
8	1108	3.51095	127.65	92.3113	
8	1124	3.58818	127.694	92.296	
8	1141	3.57269	127.748	92.3304	
8	1158	3.52417	127.733	92.2926	
8	1174	3.51904	127.747	92.2918	
8	1191	3.51251	127.737	92.2675	
8	1208	3.50081	127.721	92.2687	
8	1224	3.48378	127.743	92.277	
8	1241	3.46984	127.749	92.2997	
8	1258	3.45239	127.716	92.2714	
8	1274	3.41154	127.733	92.2811	
8	1291	3.41609	127.723	92.2471	
8	1308	3.41187	127.713	92.2822	
8	1324	3.42534	127.713	92.2546	
8	1341	3.41896	127.698	92.2257	
8	1358	3.39464	127.697	92.2499	
8	1374	3.40472	127.69	92.2344	
8	1391	3.4074	127.671	92.2155	
8	1408	3.37497	127.674	92.1957	
8	1424	3.31652	127.69	92.1766	
8	1441	3.34096	127.674	92.2335	
8	1458	3.2751	127.678	92.1749	
8	1474	3.27761	127.674	92.1819	
8	1491	3.27097	127.7	92.1616	
8	1508	3.2164	127.711	92.1619	
8	1524	3.13662	127.648	92.1685	
8	1541	3.16911	127.714	92.1469	
8	1558	3.12963	127.732	92.1473	
8	1574	3.14065	127.71	92.1245	
8	1591	3.11991	127.761	92.181	
8	1608	3.05131	127.752	92.1149	
8	1624	3.05611	127.721	92.0979	
8	1641	3.07742	127.782	92.1414	
8	1658	3.05863	127.793	92.1265	
8	1674	3.04706	127.758	92.0878	
8	1691	3.03722	127.808	92.1527	
8	1708	3.06815	127.826	92.1423	
8	1724	3.05875	127.816	92.1595	
8	1741	3.10069	127.823	92.1523	
8	1758	3.08987	127.823	92.1821	
8	1774	3.03227	127.844	92.1831	
8	1791	3.06252	127.844	92.2072	
8	1808	3.06055	127.827	92.1736	
8	1824	3.04593	127.812	92.1917	
8	1841	3.01126	127.803	92.2086	
8	1858	2.98711	127.778	92.1672	
8	1874	2.96203	127.751	92.1409	
8	1891	2.95383	127.713	92.1094	
8	1908	2.91082	127.67	92.0864	
8	1924	2.88955	127.6	92.0129	
8	1941	2.90414	127.574	91.9456	
8	1958	2.79095	127.475	91.9029	
8	1974	2.73691	127.432	91.819	
8	1991	2.68234	127.245	91.7605	
8	2008	2.72475	127.204	91.5687	
8	2024	2.53417	127.011	91.4444	
8	2041	2.50073	126.96	91.339	
8	2058	2.47433	126.81	91.2972	
8	2074	2.32124	126.612	91.0842	
8	2091	2.21182	126.456	91.0119	
8	2108	2.0575	126.275	90.8887	
8	2124	1.89885	126.029	90.6534	
8	2141	1.80911	125.924	90.5507	
8	2158	1.75851	125.739	90.3969	
8	2174	1.45045	125.412	90.2172	
8	2191	1.35938	125.222	90.0691	
8	2208	1.19172	124.966	89.9548	
8	2224	1.00549	124.638	89.7421	
8	2241	0.780978	124.332	89.6053	
8	2258	0.594145	124.021	89.405	
8	2274	0.3613	123.641	89.3043	
8	2291	0.139284	123.285	89.1559	
8	2308	-0.0932481	122.919	88.9494	
8	2324	-0.448682	122.349	88.7361	
8	2341	-0.668079	121.991	88.5473	
8	2358	-0.93013	121.515	88.3238	
8	2374	-1.10801	121.169	88.0989	
8	2391	-1.42949	120.766	87.8971	
8	2408	-1.59908	120.349	87.8452	
8	2424	-1.88021	119.888	87.5934	
8	2441	-2.10252	119.415	87.3684	
8	2458	-2.38232	118.9	87.1696	
8	2474	-2.61374	118.461	87.0427	
8	2491	-2.89342	117.916	86.9561	
8	2508	-3.05239	117.485	86.8872	
9	8	3.51416	125.305	97.2592	
9	-9	3.59652	125.284	97.2674	
9	24	3.49619	125.32	97.2215	
9	41	3.3901	125.347	97.2379	
9	58	3.37382	125.353	97.2059	
9	74	3.31047	125.381	97.1959	
9	91	3.27908	125.391	97.1757	
9	108	3.25527	125.394	97.1701	
9	124	3.20842	125.41	97.1502	
9	141	3.07927	125.419	97.1701	
9	158	3.09601	125.472	97.1801	
9	174	2.99841	125.478	97.1703	
9	191	3.00367	125.491	97.1488	
9	208	2.94757	125.502	97.1736	
9	224	2.93552	125.493	97.132	
9	241	2.96117	125.52	97.147	
9	258	2.86163	125.55	97.1604	
9	274	2.87712	125.556	97.1656	
9	291	2.83215	125.564	97.1485	
9	308	2.8024	125.598	97.1714	
9	324	2.79689	125.611	97.1414	
9	341	2.77937	125.619	97.1612	
9	358	2.78035	125.635	97.1653	
9	374	2.76902	125.636	97.2029	
9	391	2.7119	125.677	97.1959	
9	408	2.76414	125.668	97.208	
9	424	2.72717	125.708	97.1988	
9	441	2.71714	125.725	97.2023	
9	458	2.66184	125.768	97.2	
9	474	2.74387	125.764	97.2367	
9	491	2.66559	125.813	97.1914	
9	508	2.73033	125.815	97.2088	
9	524	2.69597	125.896	97.1821	
9	541	2.68345	125.87	97.2377	
9	558	2.64347	125.89	97.2296	
9	574	2.68956	125.996	97.1656	
9	591	2.59861	126.043	97.1758	
9	608	2.55961	126.02	97.1061	
9	624	2.60442	126.094	97.1475	
9	641	2.56679	126.138	97.0851	
9	658	2.56939	126.181	97.1205	
9	674	2.47206	126.242	97.1074	
9	691	2.4411	126.312	97.1334	
9	708	2.40051	126.331	97.0671	
9	724	2.32529	126.424	97.0879	
9	741	2.27409	126.5	97.0527	
9	758	2.26985	126.52	97.0305	
9	774	2.25382	126.573	96.9808	
9	791	2.20493	126.641	97.0111	
9	808	2.15468	126.653	97.0907	
9	824	2.16023	126.742	96.9406	
9	841	2.08831	126.765	97.0626	
9	858	2.05127	126.878	96.9459	
9	874	1.96415	126.835	97.0815	
9	891	1.95054	126.987	96.9247	
9	908	1.89657	126.944	97.0435	
9	924	1.90494	127.08	96.8983	
9	941	1.82006	127.061	97.0658	
9	958	1.87291	127.149	96.9889	
9	974	1.8218	127.128	97.0738	
9	991	1.80362	127.247	96.9688	
9	1008	1.68031	127.254	97.0526	
9	1024	1.71262	127.258	97.0286	
9	1041	1.67612	127.314	97.0299	
9	1058	1.58691	127.321	97.0505	
9	1074	1.63396	127.401	97.0818	
9	1091	1.65494	127.426	97.0381	
9	1108	1.55055	127.403	97.0217	
9	1124	1.63318	127.461	97.0091	
9	1141	1.59638	127.506	97.0346	
9	1158	1.57143	127.496	97.0056	
9	1174	1.60659	127.544	97.0225	
9	1191	1.57769	127.513	96.9897	
9	1208	1.56727	127.494	96.9933	
9	1224	1.56188	127.532	97.0058	
9	1241	1.5351	127.534	97.0249	
9	1258	1.5333	127.509	97.0036	
9	1274	1.48892	127.529	97.0127	
9	1291	1.49408	127.52	96.9801	
9	1308	1.48725	127.511	97.0152	
9	1324	1.5037	127.509	96.9895	
9	1341	1.49708	127.495	96.9614	
9	1358	1.47023	127.495	96.9858	
9	1374	1.47956	127.485	96.9709	
9	1391	1.4786	127.469	96.9526	
9	1408	1.44792	127.47	96.934	
9	1424	1.38565	127.49	96.9146	
9	1441	1.40718	127.468	96.9714	
9	1458	1.3389	127.473	96.9125	
9	1474	1.33668	127.468	96.9186	
9	1491	1.35267	127.504	96.907	
9	1508	1.29267	127.514	96.9052	
9	1524	1.20212	127.437	96.9086	
9	1541	1.22319	127.5	96.8834	
9	1558	1.20741	127.53	96.8933	
9	1574	1.18575	127.483	96.8564	
9	1591	1.1544	127.53	96.9098	
9	1608	1.09985	127.527	96.8486	
9	1624	1.11882	127.514	96.8379	
9	1641	1.11642	127.553	96.8713	
9	1658	1.10736	127.567	96.8601	
9	1674	1.11379	127.541	96.8285	
9	1691	1.07952	127.576	96.8832	
9	1708	1.10385	127.579	96.8681	
9	1724	1.1	127.575	96.8875	
9	1741	1.14795	127.583	96.8811	
9	1758	1.12994	127.575	96.9079	
9	1774	1.06896	127.596	96.9065	
9	1791	1.10022	127.594	96.9305	
9	1808	1.10127	127.574	96.8969	
9	1824	1.08482	127.562	96.9141	
9	1841	1.05106	127.55	96.9307	
9	1858	1.02975	127.527	96.89	
9	1874	1.01147	127.496	96.8658	
9	1891	1.00618	127.458	96.8343	
9	1908	0.968714	127.42	96.8145	
9	1924	0.969232	127.365	96.7505	
9	1941	0.991938	127.358	96.6856	
9	1958	0.891002	127.238	96.648	
9	1974	0.835344	127.224	96.5629	
9	1991	0.819595	127.038	96.5216	
9	2008	0.831513	127.007	96.317	
9	2024	0.662112	126.817	96.2023	
9	2041	0.608123	126.784	96.0896	
9	2058	0.654371	126.632	96.0767	
9	2074	0.488593	126.466	95.8587	
9	2091	0.40253	126.317	95.7963	
9	2108	0.280522	126.15	95.6871	
9	2124	0.133285	125.897	95.4548	
9	2141	0.136567	125.818	95.3951	
9	2158	0.0842353	125.623	95.2432	
9	2174	-0.193869	125.312	95.0759	
9	2191	-0.275625	125.128	94.9316	
9	2208	-0.397346	124.873	94.833	
9	2224	-0.543634	124.578	94.6328	
9	2241	-0.720717	124.284	94.5128	
9	2258	-0.871567	123.983	94.3255	
9	2274	-1.07488	123.586	94.2321	
9	2291	-1.25275	123.224	94.0973	
9	2308	-1.43383	122.879	93.9036	
9	2324	-1.69903	122.391	93.7175	
9	2341	-1.87385	122.047	93.539	
9	2358	-2.0723	121.634	93.3308	
9	2374	-2.20468	121.314	93.1135	
9	2391	-2.49058	120.932	92.9169	
9	2408	-2.58617	120.513	92.8774	
9	2424	-2.85196	120.083	92.6276	
9	2441	-3.03367	119.632	92.4074	
9	2458	-3.27408	119.133	92.2147	
9	2474	-3.44669	118.711	92.0968	
9	2491	-3.69252	118.175	92.0151	
9	2508	-3.83888	117.649	91.956	
10	8	3.09084	124.305	99.3121	
10	-9	3.17284	124.279	99.3187	
10	24	3.06529	124.311	99.2691	
10	41	2.96802	124.341	99.2878	
10	58	2.95241	124.347	99.2562	
10	74	2.88372	124.373	99.2441	
10	91	2.86058	124.383	99.2257	
10	108	2.84118	124.386	99.2211	
10	124	2.80015	124.404	99.203	
10	141	2.67787	124.402	99.2201	
10	158	2.69414	124.456	99.2311	
10	174	2.58766	124.455	99.216	
10	191	2.59711	124.469	99.1963	
10	208	2.54352	124.482	99.2222	
10	224	2.53483	124.472	99.1812	
10	241	2.55283	124.496	99.1937	
10	258	2.45834	124.529	99.2094	
10	274	2.47396	124.537	99.2153	
10	291	2.43203	124.546	99.1993	
10	308	2.40101	124.579	99.2221	
10	324	2.39672	124.593	99.1927	
10	341	2.37891	124.602	99.2133	
10	358	2.38074	124.618	99.2176	
10	374	2.36746	124.618	99.2538	
10	391	2.31295	124.661	99.249	
10	408	2.36392	124.651	99.2597	
10	424	2.32747	124.695	99.2533	
10	441	2.31736	124.71	99.2558	
10	458	2.26116	124.756	99.2549	
10	474	2.34423	124.752	99.2912	
10	491	2.268	124.802	99.248	
10	508	2.32829	124.804	99.2628	
10	524	2.30062	124.891	99.2412	
10	541	2.2749	124.857	99.2893	
10	558	2.25395	124.885	99.2882	
10	574	2.28749	124.997	99.2253	
10	591	2.20168	125.05	99.2399	
10	608	2.17011	125.032	99.1732	
10	624	2.20866	125.106	99.213	
10	641	2.1707	125.146	99.1493	
10	658	2.16799	125.186	99.1812	
10	674	2.07528	125.253	99.1721	
10	691	2.03485	125.316	99.1928	
10	708	2.01482	125.343	99.1338	
10	724	1.93043	125.441	99.1551	
10	741	1.88127	125.515	99.1201	
10	758	1.88285	125.537	99.0994	
10	774	1.86378	125.59	99.0492	
10	791	1.81347	125.657	99.0791	
10	808	1.77364	125.66	99.1558	
10	824	1.77591	125.76	99.0109	
10	841	1.71468	125.771	99.1295	
10	858	1.66966	125.898	99.0173	
10	874	1.59767	125.841	99.1493	
10	891	1.57198	126.011	98.9989	
10	908	1.53608	125.952	99.1136	
10	924	1.53285	126.103	98.9736	
10	941	1.4633	126.071	99.1374	
10	958	1.51979	126.166	99.065	
10	974	1.47146	126.141	99.1484	
10	991	1.44267	126.258	99.0404	
10	1008	1.33788	126.271	99.1298	
