Eleclectrode_Positions_2.0
Electrode#	Time	X	Y	Z
10	1024	1.37415	126.273	99.1058	
10	1041	1.33992	126.332	99.1087	
10	1058	1.25868	126.341	99.1316	
10	1074	1.30417	126.423	99.1635	
10	1091	1.3241	126.447	99.1193	
10	1108	1.21491	126.432	99.1063	
10	1124	1.29497	126.495	99.0956	
10	1141	1.24815	126.535	99.1175	
10	1158	1.23576	126.528	99.0922	
10	1174	1.28369	126.588	99.1172	
10	1191	1.24909	126.552	99.081	
10	1208	1.24059	126.534	99.0858	
10	1224	1.23822	126.577	99.1007	
10	1241	1.20611	126.578	99.1187	
10	1258	1.21497	126.559	99.1018	
10	1274	1.17043	126.581	99.1122	
10	1291	1.1768	126.575	99.0809	
10	1308	1.17053	126.568	99.1172	
10	1324	1.18934	126.566	99.0919	
10	1341	1.18519	126.555	99.0655	
10	1358	1.1588	126.557	99.0909	
10	1374	1.16944	126.547	99.0761	
10	1391	1.1684	126.534	99.0588	
10	1408	1.14101	126.537	99.0415	
10	1424	1.07843	126.56	99.0234	
10	1441	1.101	126.537	99.0798	
10	1458	1.03407	126.544	99.0222	
10	1474	1.03198	126.541	99.0285	
10	1491	1.05355	126.577	99.0179	
10	1508	0.99097	126.588	99.0166	
10	1524	0.908812	126.513	99.021	
10	1541	0.918233	126.572	98.9926	
10	1558	0.910015	126.605	99.0056	
10	1574	0.88307	126.552	98.9651	
10	1591	0.841403	126.596	99.0159	
10	1608	0.798337	126.598	98.9584	
10	1624	0.823612	126.593	98.9524	
10	1641	0.805801	126.62	98.979	
10	1658	0.800649	126.635	98.9683	
10	1674	0.819426	126.615	98.9408	
10	1691	0.772649	126.643	98.991	
10	1708	0.79419	126.639	98.9722	
10	1724	0.792797	126.637	98.9932	
10	1741	0.841608	126.643	98.9858	
10	1758	0.821836	126.633	99.0112	
10	1774	0.759442	126.654	99.0098	
10	1791	0.790462	126.65	99.0324	
10	1808	0.793697	126.628	98.9985	
10	1824	0.776636	126.617	99.0159	
10	1841	0.743716	126.604	99.0321	
10	1858	0.724837	126.582	98.9919	
10	1874	0.709749	126.549	98.9674	
10	1891	0.707448	126.511	98.9365	
10	1908	0.67316	126.475	98.9181	
10	1924	0.677863	126.425	98.8566	
10	1941	0.700239	126.422	98.794	
10	1958	0.611629	126.298	98.7558	
10	1974	0.552425	126.293	98.6743	
10	1991	0.560824	126.113	98.6391	
10	2008	0.557134	126.085	98.4335	
10	2024	0.41006	125.905	98.325	
10	2041	0.3465	125.879	98.2135	
10	2058	0.421402	125.725	98.2032	
10	2074	0.2606	125.578	97.9928	
10	2091	0.189869	125.435	97.9339	
10	2108	0.086154	125.278	97.8298	
10	2124	-0.0420269	125.031	97.6017	
10	2141	-0.0198854	124.956	97.5472	
10	2158	-0.0704625	124.76	97.3943	
10	2174	-0.3166	124.469	97.2357	
10	2191	-0.387257	124.292	97.0941	
10	2208	-0.486746	124.038	96.9969	
10	2224	-0.603599	123.766	96.8042	
10	2241	-0.753295	123.481	96.6878	
10	2258	-0.880597	123.193	96.5052	
10	2274	-1.05752	122.799	96.4131	
10	2291	-1.20549	122.445	96.2821	
10	2308	-1.35625	122.117	96.0936	
10	2324	-1.57203	121.676	95.9213	
10	2341	-1.72033	121.346	95.746	
10	2358	-1.88666	120.964	95.5449	
10	2374	-1.99818	120.657	95.3306	
10	2391	-2.25796	120.292	95.1366	
10	2408	-2.31735	119.876	95.0938	
10	2424	-2.56637	119.47	94.8497	
10	2441	-2.72391	119.036	94.633	
10	2458	-2.93725	118.558	94.4436	
10	2474	-3.08672	118.143	94.3255	
10	2491	-3.30526	117.626	94.2443	
10	2508	-3.44574	117.062	94.176	
11	8	3.51101	120.463	102.689	
11	-9	3.58519	120.429	102.689	
11	24	3.47622	120.459	102.638	
11	41	3.40589	120.495	102.659	
11	58	3.3945	120.504	102.629	
11	74	3.3189	120.527	102.617	
11	91	3.31562	120.541	102.6	
11	108	3.30286	120.544	102.595	
11	124	3.28198	120.57	102.582	
11	141	3.18951	120.565	102.593	
11	158	3.194	120.617	102.605	
11	174	3.10156	120.62	102.593	
11	191	3.10533	120.631	102.572	
11	208	3.07572	120.657	102.606	
11	224	3.0791	120.651	102.568	
11	241	3.07791	120.669	102.579	
11	258	2.99848	120.709	102.6	
11	274	3.01617	120.72	102.609	
11	291	2.98274	120.733	102.597	
11	308	2.95178	120.769	102.622	
11	324	2.95095	120.785	102.595	
11	341	2.93506	120.798	102.62	
11	358	2.94093	120.816	102.625	
11	374	2.92618	120.813	102.657	
11	391	2.87768	120.864	102.662	
11	408	2.92869	120.85	102.666	
11	424	2.89411	120.904	102.673	
11	441	2.88559	120.917	102.67	
11	458	2.8289	120.97	102.679	
11	474	2.91534	120.963	102.71	
11	491	2.84421	121.022	102.678	
11	508	2.90174	121.019	102.685	
11	524	2.87909	121.116	102.675	
11	541	2.8443	121.072	102.709	
11	558	2.86206	121.114	102.717	
11	574	2.85959	121.23	102.666	
11	591	2.77615	121.292	102.69	
11	608	2.77818	121.291	102.634	
11	624	2.79469	121.357	102.668	
11	641	2.75514	121.392	102.602	
11	658	2.74769	121.425	102.623	
11	674	2.66088	121.502	102.626	
11	691	2.60877	121.555	102.637	
11	708	2.62813	121.597	102.585	
11	724	2.52367	121.699	102.616	
11	741	2.46913	121.768	102.577	
11	758	2.49163	121.797	102.559	
11	774	2.46513	121.85	102.511	
11	791	2.41126	121.916	102.54	
11	808	2.39144	121.903	102.595	
11	824	2.38546	122.022	102.472	
11	841	2.3423	122.015	102.569	
11	858	2.28289	122.161	102.48	
11	874	2.24488	122.088	102.587	
11	891	2.19003	122.282	102.469	
11	908	2.18798	122.2	102.554	
11	924	2.15912	122.373	102.443	
11	941	2.11631	122.319	102.578	
11	958	2.16401	122.419	102.513	
11	974	2.12904	122.393	102.591	
11	991	2.07291	122.499	102.478	
11	1008	2.00515	122.524	102.573	
11	1024	2.047	122.524	102.544	
11	1041	2.01032	122.583	102.549	
11	1058	1.95826	122.605	102.579	
11	1074	1.97086	122.673	102.604	
11	1091	2.0013	122.703	102.563	
11	1108	1.89705	122.711	102.573	
11	1124	1.95998	122.775	102.568	
11	1141	1.89837	122.81	102.587	
11	1158	1.90665	122.808	102.564	
11	1174	1.95902	122.881	102.603	
11	1191	1.93062	122.845	102.565	
11	1208	1.92473	122.831	102.574	
11	1224	1.92279	122.878	102.593	
11	1241	1.88386	122.879	102.612	
11	1258	1.91793	122.875	102.605	
11	1274	1.87587	122.904	102.623	
11	1291	1.88703	122.903	102.596	
11	1308	1.88544	122.904	102.639	
11	1324	1.91132	122.903	102.614	
11	1341	1.91734	122.9	102.594	
11	1358	1.89526	122.908	102.625	
11	1374	1.91284	122.901	102.61	
11	1391	1.91649	122.895	102.598	
11	1408	1.90009	122.904	102.585	
11	1424	1.84083	122.934	102.574	
11	1441	1.87122	122.913	102.629	
11	1458	1.81183	122.927	102.578	
11	1474	1.81585	122.928	102.586	
11	1491	1.83636	122.959	102.57	
11	1508	1.76673	122.972	102.573	
11	1524	1.73286	122.916	102.585	
11	1541	1.70816	122.96	102.55	
11	1558	1.70057	122.994	102.564	
11	1574	1.68977	122.946	102.524	
11	1591	1.62014	122.979	102.572	
11	1608	1.60362	122.993	102.52	
11	1624	1.64145	123.005	102.527	
11	1641	1.58751	123.008	102.54	
11	1658	1.59057	123.024	102.527	
11	1674	1.63571	123.016	102.506	
11	1691	1.56895	123.034	102.552	
11	1708	1.58945	123.021	102.523	
11	1724	1.5901	123.022	102.548	
11	1741	1.63757	123.021	102.534	
11	1758	1.61901	123.01	102.557	
11	1774	1.55462	123.032	102.558	
11	1791	1.58544	123.023	102.575	
11	1808	1.59499	123	102.539	
11	1824	1.57829	122.991	102.558	
11	1841	1.5488	122.977	102.572	
11	1858	1.53773	122.958	102.533	
11	1874	1.53007	122.923	102.506	
11	1891	1.53644	122.888	102.476	
11	1908	1.51122	122.858	102.461	
11	1924	1.51421	122.809	102.402	
11	1941	1.52661	122.81	102.346	
11	1958	1.47775	122.689	102.301	
11	1974	1.40577	122.695	102.234	
11	1991	1.47105	122.537	102.207	
11	2008	1.44118	122.513	102.012	
11	2024	1.36226	122.366	101.917	
11	2041	1.28337	122.349	101.819	
11	2058	1.39374	122.183	101.789	
11	2074	1.26684	122.08	101.611	
11	2091	1.23386	121.953	101.555	
11	2108	1.17043	121.815	101.457	
11	2124	1.10104	121.598	101.24	
11	2141	1.11212	121.511	101.182	
11	2158	1.07118	121.313	101.024	
11	2174	0.923348	121.082	100.886	
11	2191	0.886243	120.924	100.751	
11	2208	0.827393	120.674	100.642	
11	2224	0.786357	120.448	100.462	
11	2241	0.695885	120.187	100.341	
11	2258	0.625047	119.932	100.167	
11	2274	0.524628	119.57	100.071	
11	2291	0.452226	119.259	99.9446	
11	2308	0.362576	118.968	99.7617	
11	2324	0.248558	118.625	99.6219	
11	2341	0.156179	118.33	99.449	
11	2358	0.0528365	118.007	99.2629	
11	2374	-0.029126	117.724	99.0539	
11	2391	-0.222919	117.408	98.8634	
11	2408	-0.221381	116.997	98.7916	
11	2424	-0.418766	116.659	98.571	
11	2441	-0.53101	116.271	98.3672	
11	2458	-0.680135	115.856	98.189	
11	2474	-0.799303	115.456	98.0655	
11	2491	-0.944603	114.999	97.9822	
11	2508	-1.05877	114.398	97.8724	
12	8	4.26642	118.435	103.343	
12	-9	4.33514	118.397	103.339	
12	24	4.2323	118.431	103.291	
12	41	4.17326	118.471	103.312	
12	58	4.1626	118.48	103.283	
12	74	4.08769	118.504	103.272	
12	91	4.09159	118.52	103.256	
12	108	4.08067	118.524	103.25	
12	124	4.06859	118.553	103.239	
12	141	3.99154	118.553	103.247	
12	158	3.98841	118.603	103.26	
12	174	3.91224	118.614	103.253	
12	191	3.91086	118.623	103.232	
12	208	3.8936	118.655	103.267	
12	224	3.90287	118.652	103.231	
12	241	3.89492	118.667	103.243	
12	258	3.82213	118.711	103.266	
12	274	3.84054	118.723	103.276	
12	291	3.8105	118.738	103.264	
12	308	3.78051	118.775	103.29	
12	324	3.78086	118.792	103.265	
12	341	3.76656	118.807	103.292	
12	358	3.77411	118.825	103.296	
12	374	3.75994	118.823	103.325	
12	391	3.71394	118.876	103.335	
12	408	3.76525	118.862	103.334	
12	424	3.73217	118.919	103.348	
12	441	3.72468	118.932	103.341	
12	458	3.66928	118.987	103.357	
12	474	3.75645	118.98	103.382	
12	491	3.68904	119.043	103.357	
12	508	3.74584	119.038	103.358	
12	524	3.72352	119.137	103.354	
12	541	3.69256	119.095	103.381	
12	558	3.72196	119.142	103.392	
12	574	3.70449	119.254	103.347	
12	591	3.62229	119.319	103.376	
12	608	3.63996	119.327	103.324	
12	624	3.64723	119.387	103.355	
12	641	3.60785	119.423	103.289	
12	658	3.60128	119.455	103.305	
12	674	3.51604	119.534	103.314	
12	691	3.46358	119.587	103.321	
12	708	3.49387	119.632	103.269	
12	724	3.38449	119.736	103.306	
12	741	3.32659	119.802	103.266	
12	758	3.35793	119.835	103.249	
12	774	3.32968	119.888	103.202	
12	791	3.27547	119.954	103.232	
12	808	3.26188	119.939	103.273	
12	824	3.25284	120.061	103.164	
12	841	3.21504	120.052	103.246	
12	858	3.15182	120.201	103.173	
12	874	3.12671	120.129	103.261	
12	891	3.06066	120.324	103.166	
12	908	3.06955	120.241	103.228	
12	924	3.03127	120.415	103.138	
12	941	2.99689	120.359	103.251	
12	958	3.03497	120.455	103.191	
12	974	3.00839	120.432	103.264	
12	991	2.94185	120.533	103.153	
12	1008	2.88485	120.563	103.244	
12	1024	2.92774	120.562	103.213	
12	1041	2.88894	120.62	103.218	
12	1058	2.84975	120.649	103.251	
12	1074	2.84317	120.707	103.272	
12	1091	2.87941	120.74	103.232	
12	1108	2.78379	120.758	103.254	
12	1124	2.83777	120.819	103.251	
12	1141	2.77469	120.854	103.27	
12	1158	2.7873	120.854	103.247	
12	1174	2.83207	120.924	103.29	
12	1191	2.81296	120.894	103.252	
12	1208	2.80776	120.881	103.262	
12	1224	2.80394	120.927	103.282	
12	1241	2.76468	120.929	103.302	
12	1258	2.80698	120.93	103.297	
12	1274	2.76673	120.961	103.318	
12	1291	2.78016	120.963	103.294	
12	1308	2.78123	120.966	103.339	
12	1324	2.80985	120.967	103.313	
12	1341	2.82055	120.968	103.295	
12	1358	2.80073	120.978	103.328	
12	1374	2.82179	120.972	103.313	
12	1391	2.82848	120.969	103.303	
12	1408	2.81677	120.981	103.292	
12	1424	2.75989	121.014	103.284	
12	1441	2.79444	120.995	103.338	
12	1458	2.73909	121.012	103.29	
12	1474	2.74669	121.015	103.299	
12	1491	2.76421	121.043	103.279	
12	1508	2.69204	121.056	103.286	
12	1524	2.68328	121.014	103.3	
12	1541	2.64559	121.051	103.264	
12	1558	2.63406	121.083	103.278	
12	1574	2.63702	121.042	103.239	
12	1591	2.55842	121.072	103.287	
12	1608	2.54959	121.089	103.238	
12	1624	2.59242	121.106	103.25	
12	1641	2.52752	121.103	103.259	
12	1658	2.53424	121.12	103.245	
12	1674	2.58656	121.115	103.226	
12	1691	2.51677	121.133	103.271	
12	1708	2.53868	121.118	103.239	
12	1724	2.53936	121.12	103.265	
12	1741	2.58556	121.117	103.248	
12	1758	2.56906	121.106	103.271	
12	1774	2.5043	121.128	103.274	
12	1791	2.5351	121.117	103.289	
12	1808	2.54686	121.095	103.252	
12	1824	2.53078	121.087	103.272	
12	1841	2.50274	121.072	103.287	
12	1858	2.49459	121.054	103.249	
12	1874	2.48973	121.02	103.22	
12	1891	2.49914	120.987	103.191	
12	1908	2.47784	120.959	103.177	
12	1924	2.47879	120.909	103.119	
12	1941	2.4851	120.908	103.069	
12	1958	2.45341	120.793	103.018	
12	1974	2.38053	120.803	102.962	
12	1991	2.46181	120.653	102.932	
12	2008	2.43044	120.631	102.75	
12	2024	2.37999	120.501	102.66	
12	2041	2.29512	120.482	102.573	
12	2058	2.40683	120.31	102.527	
12	2074	2.29785	120.223	102.369	
12	2091	2.27865	120.102	102.314	
12	2108	2.22892	119.971	102.216	
12	2124	2.1831	119.768	102.006	
12	2141	2.18295	119.673	101.944	
12	2158	2.14636	119.476	101.785	
12	2174	2.04035	119.272	101.655	
12	2191	2.0142	119.121	101.522	
12	2208	1.96686	118.873	101.406	
12	2224	1.95424	118.666	101.229	
12	2241	1.88328	118.414	101.104	
12	2258	1.83327	118.174	100.931	
12	2274	1.76495	117.832	100.828	
12	2291	1.72102	117.542	100.699	
12	2308	1.64932	117.264	100.516	
12	2324	1.57196	116.956	100.385	
12	2341	1.49671	116.673	100.212	
12	2358	1.4137	116.369	100.031	
12	2374	1.33622	116.089	99.8247	
12	2391	1.16673	115.793	99.6355	
12	2408	1.17937	115.381	99.5453	
12	2424	1.00429	115.069	99.3361	
12	2441	0.905622	114.697	99.1377	
12	2458	0.78131	114.308	98.9617	
12	2474	0.669117	113.913	98.8315	
12	2491	0.551557	113.483	98.744	
12	2508	0.451241	112.885	98.6074	
13	8	6.92742	114.172	102.471	
13	-9	6.98327	114.128	102.461	
13	24	6.90561	114.173	102.428	
13	41	6.86305	114.225	102.444	
13	58	6.84892	114.23	102.416	
13	74	6.78433	114.261	102.412	
13	91	6.79679	114.282	102.395	
13	108	6.788	114.286	102.389	
13	124	6.78901	114.324	102.379	
13	141	6.74227	114.345	102.381	
13	158	6.72155	114.383	102.394	
13	174	6.69268	114.422	102.404	
13	191	6.68058	114.424	102.382	
13	208	6.68341	114.472	102.413	
13	224	6.70349	114.476	102.38	
13	241	6.68909	114.486	102.398	
13	258	6.62791	114.538	102.424	
13	274	6.64626	114.55	102.433	
13	291	6.621	114.569	102.421	
13	308	6.59471	114.608	102.45	
13	324	6.59599	114.625	102.425	
13	341	6.58597	114.644	102.455	
13	358	6.59548	114.664	102.456	
13	374	6.58457	114.668	102.474	
13	391	6.5432	114.722	102.495	
13	408	6.59416	114.711	102.48	
13	424	6.56592	114.769	102.509	
13	441	6.56028	114.786	102.489	
13	458	6.51202	114.842	102.523	
13	474	6.59692	114.839	102.528	
13	491	6.54137	114.905	102.523	
13	508	6.59439	114.902	102.507	
13	524	6.5719	114.998	102.516	
13	541	6.56278	114.975	102.527	
13	558	6.59998	115.027	102.538	
13	574	6.55872	115.122	102.506	
13	591	6.48462	115.19	102.546	
13	608	6.52751	115.215	102.495	
13	624	6.52176	115.267	102.524	
13	641	6.48641	115.304	102.462	
13	658	6.48655	115.344	102.465	
13	674	6.40428	115.422	102.49	
13	691	6.36096	115.482	102.491	
13	708	6.3963	115.531	102.434	
13	724	6.28894	115.634	102.485	
13	741	6.2263	115.696	102.446	
13	758	6.27027	115.738	102.427	
13	774	6.24369	115.791	102.384	
13	791	6.19329	115.858	102.418	
13	808	6.18506	115.855	102.424	
13	824	6.17298	115.966	102.35	
13	841	6.14005	115.969	102.396	
13	858	6.07668	116.108	102.363	
13	874	6.06926	116.062	102.397	
13	891	5.98921	116.231	102.364	
13	908	6.00915	116.171	102.366	
13	924	5.95994	116.321	102.336	
13	941	5.93412	116.286	102.39	
13	958	5.94448	116.357	102.344	
13	974	5.93819	116.354	102.398	
13	991	5.85888	116.442	102.303	
13	1008	5.80819	116.481	102.375	
13	1024	5.85059	116.481	102.337	
13	1041	5.80811	116.536	102.343	
13	1058	5.78991	116.579	102.377	
13	1074	5.74517	116.611	102.394	
13	1091	5.78933	116.649	102.354	
13	1108	5.72374	116.686	102.397	
13	1124	5.76111	116.736	102.398	
13	1141	5.707	116.778	102.42	
13	1158	5.71758	116.776	102.393	
13	1174	5.72935	116.824	102.435	
13	1191	5.73931	116.814	102.397	
13	1208	5.73609	116.802	102.411	
13	1224	5.725	116.843	102.43	
13	1241	5.69096	116.85	102.451	
13	1258	5.73985	116.856	102.445	
13	1274	5.70408	116.89	102.472	
13	1291	5.72132	116.895	102.448	
13	1308	5.72786	116.902	102.496	
13	1324	5.75961	116.907	102.466	
13	1341	5.77777	116.913	102.45	
13	1358	5.76202	116.927	102.485	
13	1374	5.78914	116.926	102.468	
13	1391	5.80234	116.927	102.461	
13	1408	5.79748	116.944	102.451	
13	1424	5.74628	116.981	102.449	
13	1441	5.78848	116.968	102.5	
13	1458	5.7411	116.991	102.458	
13	1474	5.75553	116.998	102.467	
13	1491	5.7657	117.022	102.44	
13	1508	5.69078	117.032	102.453	
13	1524	5.72874	117.025	102.47	
13	1541	5.6753	117.05	102.437	
13	1558	5.65137	117.072	102.449	
13	1574	5.68818	117.056	102.416	
13	1591	5.60425	117.082	102.468	
13	1608	5.59829	117.101	102.42	
13	1624	5.64915	117.124	102.437	
13	1641	5.57887	117.117	102.445	
13	1658	5.59262	117.139	102.431	
13	1674	5.64627	117.134	102.412	
13	1691	5.58388	117.158	102.461	
13	1708	5.6111	117.147	102.426	
13	1724	5.61141	117.148	102.454	
13	1741	5.65445	117.144	102.433	
13	1758	5.64448	117.137	102.457	
13	1774	5.58036	117.158	102.466	
13	1791	5.61122	117.147	102.478	
13	1808	5.62507	117.125	102.443	
13	1824	5.61102	117.118	102.466	
13	1841	5.5852	117.105	102.481	
13	1858	5.58017	117.089	102.445	
13	1874	5.57928	117.056	102.416	
13	1891	5.59143	117.024	102.389	
13	1908	5.57645	117.001	102.378	
13	1924	5.57409	116.948	102.322	
13	1941	5.56782	116.932	102.289	
13	1958	5.56266	116.841	102.222	
13	1974	5.50778	116.858	102.202	
13	1991	5.58752	116.712	102.146	
13	2008	5.58212	116.703	102.008	
13	2024	5.57467	116.605	101.923	
13	2041	5.47815	116.567	101.87	
13	2058	5.56037	116.377	101.781	
13	2074	5.48684	116.306	101.674	
13	2091	5.48409	116.198	101.616	
13	2108	5.44851	116.077	101.518	
13	2124	5.43406	115.895	101.325	
13	2141	5.41404	115.785	101.254	
13	2158	5.38363	115.591	101.098	
13	2174	5.34213	115.438	100.978	
13	2191	5.32066	115.287	100.849	
13	2208	5.27947	115.046	100.718	
13	2224	5.30142	114.866	100.544	
13	2241	5.24879	114.632	100.401	
13	2258	5.22408	114.412	100.23	
13	2274	5.20308	114.12	100.101	
13	2291	5.19145	113.864	99.9487	
13	2308	5.12774	113.594	99.7576	
13	2324	5.09926	113.337	99.6271	
13	2341	5.03514	113.064	99.4515	
13	2358	4.97271	112.779	99.2805	
13	2374	4.88514	112.487	99.0787	
13	2391	4.74492	112.218	98.8918	
13	2408	4.73975	111.795	98.7584	
13	2424	4.59887	111.514	98.5691	
13	2441	4.51027	111.152	98.3782	
13	2458	4.4197	110.803	98.1964	
13	2474	4.30985	110.418	98.0422	
13	2491	4.22552	110.027	97.9382	
13	2508	4.15014	109.473	97.7331	
14	8	8.20688	112.885	101.146	
14	-9	8.2602	112.841	101.135	
14	24	8.19215	112.89	101.107	
14	41	8.15088	112.944	101.12	
14	58	8.13381	112.947	101.091	
14	74	8.07469	112.981	101.09	
14	91	8.08751	113.003	101.073	
14	108	8.07969	113.009	101.066	
14	124	8.08145	113.049	101.055	
14	141	8.04272	113.082	101.055	
14	158	8.01586	113.115	101.068	
14	174	8.00543	113.165	101.085	
14	191	7.99149	113.167	101.063	
14	208	7.99586	113.218	101.091	
14	224	8.01766	113.226	101.057	
14	241	8.00539	113.237	101.078	
14	258	7.94778	113.291	101.105	
14	274	7.96534	113.304	101.113	
14	291	7.94102	113.324	101.1	
14	308	7.91673	113.365	101.13	
14	324	7.91791	113.383	101.105	
14	341	7.9097	113.403	101.136	
14	358	7.9191	113.424	101.136	
14	374	7.90912	113.433	101.15	
14	391	7.86961	113.486	101.175	
14	408	7.91888	113.478	101.154	
14	424	7.89315	113.534	101.189	
14	441	7.887	113.555	101.164	
14	458	7.84404	113.611	101.205	
14	474	7.92485	113.609	101.202	
14	491	7.87481	113.675	101.204	
14	508	7.92471	113.675	101.181	
14	524	7.90268	113.767	101.195	
14	541	7.90383	113.757	101.203	
14	558	7.93781	113.806	101.212	
14	574	7.89014	113.893	101.183	
14	591	7.82231	113.963	101.228	
14	608	7.87002	113.992	101.177	
14	624	7.86215	114.04	101.206	
14	641	7.83051	114.079	101.146	
14	658	7.8324	114.123	101.146	
14	674	7.75327	114.199	101.176	
14	691	7.71461	114.263	101.177	
14	708	7.7466	114.31	101.116	
14	724	7.64327	114.411	101.173	
14	741	7.58058	114.473	101.135	
14	758	7.62683	114.516	101.115	
14	774	7.60274	114.57	101.075	
14	791	7.55599	114.639	101.11	
14	808	7.54604	114.646	101.105	
14	824	7.53597	114.746	101.043	
14	841	7.50162	114.759	101.077	
14	858	7.44341	114.887	101.059	
14	874	7.43559	114.86	101.074	
14	891	7.35893	115.009	101.064	
14	908	7.37548	114.967	101.044	
14	924	7.33033	115.098	101.037	
14	941	7.3015	115.081	101.07	
14	958	7.30344	115.139	101.028	
14	974	7.30277	115.147	101.076	
14	991	7.22483	115.23	100.988	
14	1008	7.17161	115.272	101.053	
14	1024	7.21372	115.274	101.012	
14	1041	7.17084	115.328	101.02	
14	1058	7.15925	115.376	101.054	
14	1074	7.10439	115.398	101.07	
14	1091	7.1469	115.436	101.028	
14	1108	7.09542	115.48	101.08	
14	1124	7.12836	115.526	101.081	
14	1141	7.0804	115.571	101.106	
14	1158	7.08869	115.568	101.077	
14	1174	7.08555	115.604	101.116	
14	1191	7.10588	115.605	101.079	
14	1208	7.10639	115.595	101.095	
14	1224	7.09166	115.633	101.113	
14	1241	7.06115	115.643	101.135	
14	1258	7.10837	115.649	101.128	
14	1274	7.07439	115.684	101.156	
14	1291	7.09211	115.689	101.132	
14	1308	7.10019	115.698	101.18	
14	1324	7.13148	115.704	101.148	
14	1341	7.15063	115.711	101.132	
14	1358	7.136	115.726	101.168	
14	1374	7.16419	115.728	101.149	
14	1391	7.17885	115.731	101.143	
14	1408	7.17482	115.749	101.133	
14	1424	7.12565	115.786	101.132	
14	1441	7.16926	115.777	101.182	
14	1458	7.12405	115.801	101.141	
14	1474	7.13976	115.809	101.151	
14	1491	7.1474	115.834	101.121	
14	1508	7.07217	115.842	101.136	
14	1524	7.12081	115.846	101.152	
14	1541	7.06561	115.868	101.121	
14	1558	7.03839	115.888	101.133	
14	1574	7.08539	115.882	101.102	
14	1591	7.00343	115.906	101.157	
14	1608	6.99542	115.925	101.107	
14	1624	7.04573	115.948	101.124	
14	1641	6.97968	115.945	101.135	
14	1658	6.99414	115.969	101.119	
14	1674	7.04459	115.962	101.099	
14	1691	6.98715	115.988	101.15	
14	1708	7.01468	115.98	101.114	
14	1724	7.0164	115.981	101.144	
14	1741	7.05797	115.977	101.12	
14	1758	7.05111	115.973	101.146	
14	1774	6.98849	115.993	101.157	
14	1791	7.01951	115.982	101.169	
14	1808	7.03367	115.96	101.134	
14	1824	7.02098	115.953	101.159	
14	1841	6.99616	115.94	101.174	
14	1858	6.9913	115.924	101.139	
14	1874	6.99115	115.893	101.109	
14	1891	7.00334	115.861	101.083	
14	1908	6.98902	115.837	101.072	
14	1924	6.98484	115.783	101.017	
14	1941	6.97558	115.757	100.989	
14	1958	6.9743	115.676	100.916	
14	1974	6.93824	115.699	100.912	
14	1991	6.99757	115.545	100.84	
14	2008	7.01411	115.545	100.721	
14	2024	7.01532	115.454	100.637	
14	2041	6.91674	115.399	100.596	
14	2058	6.97664	115.2	100.488	
14	2074	6.91697	115.128	100.398	
14	2091	6.91487	115.019	100.339	
14	2108	6.87764	114.897	100.239	
14	2124	6.86665	114.715	100.049	
14	2141	6.83468	114.596	99.9729	
14	2158	6.8052	114.403	99.8174	
14	2174	6.77463	114.258	99.699	
14	2191	6.74638	114.1	99.5691	
14	2208	6.69914	113.858	99.431	
14	2224	6.72081	113.68	99.2545	
14	2241	6.66501	113.447	99.1042	
14	2258	6.63894	113.227	98.9313	
14	2274	6.61982	112.95	98.7903	
14	2291	6.59814	112.691	98.6257	
14	2308	6.521	112.408	98.429	
14	2324	6.49396	112.16	98.2936	
14	2341	6.42317	111.885	98.1148	
14	2358	6.35865	111.597	97.9446	
14	2374	6.26062	111.296	97.7424	
14	2391	6.12185	111.029	97.5555	
14	2408	6.09741	110.599	97.4066	
14	2424	5.95893	110.318	97.2217	
14	2441	5.86528	109.952	97.031	
14	2458	5.77316	109.607	96.8448	
14	2474	5.65622	109.226	96.6809	
14	2491	5.5702	108.84	96.57	
14	2508	5.49371	108.308	96.3421	
15	8	10.6361	111.956	96.7267	
15	-9	10.6919	111.919	96.7152	
15	24	10.6355	111.971	96.6942	
15	41	10.585	112.023	96.7019	
15	58	10.5607	112.021	96.6709	
15	74	10.5117	112.064	96.6742	
15	91	10.5189	112.087	96.6541	
15	108	10.5138	112.096	96.6484	
15	124	10.5061	112.137	96.6322	
15	141	10.4694	112.194	96.628	
15	158	10.4349	112.218	96.6384	
15	174	10.4503	112.287	96.6661	
15	191	10.4388	112.295	96.6452	
15	208	10.4306	112.341	96.6645	
15	224	10.4469	112.358	96.6273	
15	241	10.4476	112.377	96.654	
15	258	10.3938	112.433	96.6818	
15	274	10.4077	112.449	96.6876	
15	291	10.3824	112.472	96.6736	
15	308	10.362	112.516	96.7048	
15	324	10.3618	112.535	96.679	
15	341	10.3563	112.558	96.7101	
15	358	10.3636	112.581	96.7081	
15	374	10.3536	112.603	96.7188	
15	391	10.3176	112.651	96.7465	
15	408	10.3603	112.652	96.7197	
15	424	10.3401	112.7	96.7591	
15	441	10.3303	112.73	96.7292	
15	458	10.302	112.782	96.7796	
15	474	10.3688	112.785	96.7665	
15	491	10.3291	112.847	96.776	
15	508	10.3701	112.856	96.7454	
15	524	10.3509	112.934	96.7634	
15	541	10.3703	112.956	96.7734	
15	558	10.3869	112.993	96.775	
15	574	10.3344	113.063	96.7472	
15	591	10.285	113.134	96.8016	
15	608	10.3298	113.164	96.7488	
15	624	10.3256	113.207	96.7797	
15	641	10.3047	113.254	96.7248	
15	658	10.3063	113.305	96.722	
